GISJOIN,YEAR,STUSAB,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,AIANCC,RES_TRSTA,BLOCKA,BLCK_GRPA,TRACTA,CD101A,C_CITYA,CMSA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,DIVISIONA,MSA_CMSAA,PLACEA,PLACECC,PLACEDC,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,CD103A,AREALAND,AREAWAT,ANPSADPI,FUNCSTAT,INTPTLAT,INTPTLNG,PSADC,ET3001,ET3002,ET3003,ET3004,ET3005,ET3006,ET3007,ET3008,ET3009,ET3010,ET3011,ET3012,ET3013,ET3014,ET3015,ET3016,ET3017,ET3018,ET3019,ET3020,ET3021,ET3022,ET3023,ET3024,ET3025,ET3026,ET3027,ET3028,ET3029,ET3030,ET3031
GIS Join Match Code,Data File Year,State/US Abbreviation,Alaska Native Regional Corporation Code,American Indian Area/Alaska Native Area/Hawaiian Home Land Code,American Indian Reservation [excluding trust lands] Code,American Indian Reservation [trust lands only] Code,American Indian/Alaska Native Area Class Code,Reservation/Trust Lands Code,Block Code,Block Group Code,Census Tract Code,Congressional District (101st) Code,Consolidated City Code,Consolidated Metropolitan Statistical Area,County Name,County Code,County Subdivision Code,County Subdivision Class Code,Division Code,Metropolitan Statistical Area/Consolidated Metropolitan Statistical Area Code,Place Code,Place Class Code,Place Description Code,Primary Metropolitan Statistical Area Code,Region Code,State Name,State Code,Urban/Rural Code,Urban Area Code,Congressional District (103rd) Code,Area (land),Area (Water),Area Name/PSAD Term/Part Indicator,Functional Status Code,Internal Point (latitude),Internal Point (longitude),Political/Statistical Area Description Code,Under 1 year,1 and 2 years,3 and 4 years,5 years,6 years,7 to 9 years,10 and 11 years,12 and 13 years,14 years,15 years,16 years,17 years,18 years,19 years,20 years,21 years,22 to 24 years,25 to 29 years,30 to 34 years,35 to 39 years,40 to 44 years,45 to 49 years,50 to 54 years,55 to 59 years,60 and 61 years,62 to 64 years,65 to 69 years,70 to 74 years,75 to 79 years,80 to 84 years,85 years and over
"G4900050","1990","UT",,,,,,,,,,,,"99","Cache","005",,,"8","9999",,,,"9999","4","Utah","49",,,,"0003016375","0000022126","Cache County","A","+41690981","-111748944","06",1474,3121,2913,1447,1489,4549,3003,2936,1329,1174,1111,1077,1503,1793,1641,1781,4888,6271,5204,4578,3173,2538,2118,1710,688,976,1478,1471,1169,870,710
"G4900070","1990","UT",,,,,,,,,,,,"99","Carbon","007",,,"8","9999",,,,"9999","4","Utah","49",,,,"0003829495","0000015842","Carbon County","A","+39643915","-110582783","06",285,617,701,353,381,1250,965,878,422,387,384,359,339,352,251,209,552,1173,1562,1578,1320,901,764,741,291,513,869,702,559,358,212
"G4900090","1990","UT",,,,,,,,,,,,"99","Daggett","009",,,"8","9999",,,,"9999","4","Utah","49",,,,"0001808832","0000063989","Daggett County","A","+40889907","-109505044","06",5,27,31,10,15,41,36,28,10,15,6,15,7,5,6,4,23,41,47,51,52,37,29,46,10,25,17,15,20,12,4
"G4900110","1990","UT",,,,,,,,,,,,"99","Davis","011",,,"8","7160",,,,"9999","4","Utah","49",,,,"0000788635","0000852454","Davis County","A","+41014827","-112123475","06",3451,8377,8172,4217,4344,13745,9411,8845,4004,3678,3674,3508,3282,2933,2785,2642,7608,14498,15309,13573,11017,8878,7039,6237,2231,2916,4532,3014,1916,1227,878
"G4900130","1990","UT",,,,,,,,,,,,"99","Duchesne","013",,,"8","9999",,,,"9999","4","Utah","49",,,,"0008387432","0000046354","Duchesne County","A","+40281647","-110435306","06",199,561,596,286,293,996,698,673,285,321,270,260,178,141,106,120,336,767,985,878,686,628,523,404,161,224,359,270,221,149,71
"G4900150","1990","UT",,,,,,,,,,,,"99","Emery","015",,,"8","9999",,,,"9999","4","Utah","49",,,,"0011531044","0000025097","Emery County","A","+38990178","-110690249","06",171,384,430,226,277,865,621,570,255,245,204,199,166,112,88,82,217,617,836,805,624,498,400,321,140,171,246,205,177,106,74
"G4900170","1990","UT",,,,,,,,,,,,"99","Garfield","017",,,"8","9999",,,,"9999","4","Utah","49",,,,"0013402022","0000088005","Garfield County","A","+37873550","-111438826","06",65,157,145,87,81,273,159,173,76,67,73,71,54,49,34,31,97,231,250,250,235,185,178,188,77,138,190,155,90,77,44
"G4900190","1990","UT",,,,,,,,,,,,"99","Grand","019",,,"8","9999",,,,"9999","4","Utah","49",,,,"0009535814","0000032416","Grand County","A","+38993569","-109559034","06",90,213,218,117,119,368,273,265,113,117,99,119,81,58,59,40,141,384,542,556,470,326,335,346,132,213,304,240,143,87,52
"G4900210","1990","UT",,,,,,,,,,,,"99","Iron","021",,,"8","9999",,,,"9999","4","Utah","49",,,,"0008543139","0000009351","Iron County","A","+37856501","-113276939","06",373,757,744,429,374,1324,937,948,388,381,355,365,483,580,509,499,1148,1415,1308,1320,1109,906,754,716,277,410,640,560,387,235,158
"G4900230","1990","UT",,,,,,,,,,,,"99","Juab","023",,,"8","9999",,,,"9999","4","Utah","49",,,,"0008785021","0000037723","Juab County","A","+39711399","-112795948","06",80,218,207,128,136,413,282,267,152,140,116,124,80,81,51,43,140,322,373,387,333,252,233,193,83,165,211,220,188,122,77
"G4900250","1990","UT",,,,,,,,,,,,"99","Kane","025",,,"8","9999",,,,"9999","4","Utah","49",,,,"0010339737","0000301538","Kane County","A","+37292567","-111893833","06",82,180,193,115,104,334,236,240,118,112,95,86,59,65,55,39,135,287,297,384,316,282,192,197,91,160,236,204,136,80,59
"G4900270","1990","UT",,,,,,,,,,,,"99","Millard","027",,,"8","9999",,,,"9999","4","Utah","49",,,,"0017067125","0000618721","Millard County","A","+39046589","-113104745","06",193,503,503,286,291,941,593,583,272,237,221,244,137,114,79,78,236,653,799,783,567,506,371,370,171,240,379,343,308,203,129
"G4900290","1990","UT",,,,,,,,,,,,"99","Morgan","029",,,"8","9999",,,,"9999","4","Utah","49",,,,"0001577641","0000004308","Morgan County","A","+41081323","-111579140","06",92,189,231,125,127,439,280,315,122,140,120,93,92,61,62,52,129,307,399,390,306,327,255,247,73,97,152,111,77,75,43
"G4900310","1990","UT",,,,,,,,,,,,"99","Piute","031",,,"8","9999",,,,"9999","4","Utah","49",,,,"0001962854","0000020591","Piute County","A","+38335937","-112129709","06",20,34,27,25,23,73,63,47,32,24,25,22,14,8,12,16,34,50,47,60,64,85,74,63,40,47,72,79,47,36,14
"G4900330","1990","UT",,,,,,,,,,,,"99","Rich","033",,,"8","9999",,,,"9999","4","Utah","49",,,,"0002664088","0000149580","Rich County","A","+41619014","-111238688","06",41,75,70,38,53,125,105,90,43,38,36,30,20,7,9,6,39,105,129,139,97,84,39,65,23,25,63,46,39,31,15
"G4900350","1990","UT",,,,,,,,,,,,"99","Salt Lake","035",,,"8","7160",,,,"9999","4","Utah","49",,,,"0001909916","0000182353","Salt Lake County","A","+40670711","-111925494","06",12432,29252,28014,14558,14323,45597,30921,28845,13092,12292,11582,11509,10837,11046,10757,10602,32391,62184,64239,58231,46497,34509,26507,22782,8732,12897,19932,16060,11809,7745,5782
"G4900370","1990","UT",,,,,,,,,,,,"99","San Juan","037",,,"8","9999",,,,"9999","4","Utah","49",,,,"0020255674","0000292461","San Juan County","A","+37631161","-109805024","06",273,654,596,311,300,901,627,647,306,295,283,278,233,194,168,157,441,908,900,787,672,532,470,408,173,217,303,203,158,109,117
"G4900390","1990","UT",,,,,,,,,,,,"99","Sanpete","039",,,"8","9999",,,,"9999","4","Utah","49",,,,"0004113335","0000037689","Sanpete County","A","+39373352","-111575157","06",215,526,611,324,350,1160,851,806,357,346,332,306,477,570,312,231,478,760,942,1015,882,650,544,477,227,360,580,561,517,305,187
"G4900410","1990","UT",,,,,,,,,,,,"99","Sevier","041",,,"8","9999",,,,"9999","4","Utah","49",,,,"0004947873","0000020796","Sevier County","A","+38746559","-111797045","06",240,558,596,321,339,1103,819,787,360,313,332,304,225,155,154,119,341,804,1031,1042,863,663,637,562,287,376,604,550,478,282,186
"G4900430","1990","UT",,,,,,,,,,,,"99","Summit","043",,,"8","9999",,,,"9999","4","Utah","49",,,,"0004846280","0000028488","Summit County","A","+40883639","-110965855","06",253,527,605,307,308,938,666,590,277,255,227,230,178,189,161,150,567,1267,1682,1640,1299,878,590,431,187,224,304,222,201,114,51
"G4900450","1990","UT",,,,,,,,,,,,"99","Tooele","045",,,"8","9999",,,,"9999","4","Utah","49",,,,"0017989917","0000885298","Tooele County","A","+40445422","-113182152","06",374,995,942,521,495,1754,1166,1204,556,555,556,503,409,408,348,334,925,1915,2022,1866,1733,1503,1174,1068,427,556,828,648,406,243,167
"G4900470","1990","UT",,,,,,,,,,,,"99","Uintah","047",,,"8","9999",,,,"9999","4","Utah","49",,,,"0011596212","0000056751","Uintah County","A","+40125578","-109518320","06",376,920,986,514,541,1738,1149,1135,515,477,438,407,322,268,211,216,576,1470,1866,1677,1273,991,885,804,306,409,612,479,305,202,143
"G4900490","1990","UT",,,,,,,,,,,,"99","Utah","049",,,"8","6520",,,,"9999","4","Utah","49",,,,"0005175889","0000369456","Utah County","A","+40117393","-111669709","06",5796,11804,10675,5337,5420,17288,11982,11507,5243,5060,4683,4709,6811,8487,6590,7009,20779,22508,17204,14720,11952,9262,7322,6683,2572,3770,5786,4813,3779,2393,1646
"G4900510","1990","UT",,,,,,,,,,,,"99","Wasatch","051",,,"8","9999",,,,"9999","4","Utah","49",,,,"0003058595","0000073323","Wasatch County","A","+40332732","-111158793","06",177,400,398,222,203,735,499,509,254,211,211,167,136,126,136,124,277,601,816,762,615,516,375,348,132,203,282,236,192,140,86
"G4900530","1990","UT",,,,,,,,,,,,"99","Washington","053",,,"8","9999",,,,"9999","4","Utah","49",,,,"0006286446","0000007431","Washington County","A","+37278485","-113516741","06",806,1819,1929,995,959,3308,2135,2109,942,914,868,810,973,991,724,636,1556,2671,3061,2730,2454,1863,1545,1720,744,1400,2477,2262,1654,894,611
"G4900550","1990","UT",,,,,,,,,,,,"99","Wayne","055",,,"8","9999",,,,"9999","4","Utah","49",,,,"0006372598","0000015927","Wayne County","A","+38364135","-110897030","06",34,77,70,50,41,144,111,103,57,50,49,35,39,16,13,12,48,123,148,150,137,98,70,76,35,55,102,90,73,46,25
"G4900570","1990","UT",,,,,,,,,,,,"99","Weber","057",,,"8","7160",,,,"9999","4","Utah","49",,,,"0001490760","0000217322","Weber County","A","+41295677","-111917425","06",2628,5883,5804,2970,2927,9517,6415,6303,2890,2723,2704,2569,2603,2621,2383,2300,6582,12242,12408,11116,9619,7458,6181,6012,2292,3618,5777,4640,3346,2138,1661
"G5500010","1990","WI",,,,,,,,,,,,"99","Adams","001",,,"3","9999",,,,"9999","2","Wisconsin","55",,,,"0001677790","0000105618","Adams County","A","+43967112","-089773485","06",129,353,374,211,176,574,400,352,189,177,188,181,173,128,129,127,457,1078,1284,1130,991,857,914,876,444,756,1094,848,589,289,214
"G5500030","1990","WI",,,,,,,,,,,,"99","Ashland","003",,,"3","9999",,,,"9999","2","Wisconsin","55",,,,"0002703730","0003229094","Ashland County","A","+46708333","-090558463","06",227,466,490,260,267,829,529,495,205,227,211,211,248,282,267,260,595,1144,1258,1180,962,786,656,602,288,457,761,717,614,451,362
"G5500050","1990","WI",,,,,,,,,,,,"99","Barron","005",,,"3","9999",,,,"9999","2","Wisconsin","55",,,,"0002234879","0000070433","Barron County","A","+45418223","-091852830","06",503,1153,1244,698,667,2101,1361,1236,615,543,612,567,580,528,440,436,1315,2918,3179,2992,2634,2145,1776,1778,706,1135,1917,1701,1368,1008,894
"G5500070","1990","WI",,,,,,,,,,,,"99","Bayfield","007",,,"3","9999",,,,"9999","2","Wisconsin","55",,,,"0003823902","0001464237","Bayfield County","A","+46631235","-091182816","06",148,370,423,192,232,712,459,425,188,190,198,191,159,123,121,118,357,806,1103,1128,977,805,692,709,283,429,753,620,542,337,218
"G5500090","1990","WI",,,,,,,,,,,,"99","Brown","009",,,"3","3080",,,,"9999","2","Wisconsin","55",,,,"0001369360","0000224699","Brown County","A","+44475233","-087993704","06",2639,6322,6148,3154,3003,9010,5898,5687,2685,2754,2695,2656,2890,3344,3047,2997,9280,17947,18018,16510,13795,10395,8332,7311,2916,4154,6241,5266,4358,2843,2299
"G5500110","1990","WI",,,,,,,,,,,,"99","Buffalo","011",,,"3","9999",,,,"9999","2","Wisconsin","55",,,,"0001772902","0000065039","Buffalo County","A","+44378606","-091752438","06",168,360,453,212,217,665,421,427,179,185,193,192,175,122,116,122,476,990,1146,1002,830,687,656,640,294,393,629,549,452,318,315
"G5500130","1990","WI",,,,,,,,,,,,"99","Burnett","013",,,"3","9999",,,,"9999","2","Wisconsin","55",,,,"0002127807","0000152526","Burnett County","A","+45865601","-092367816","06",145,318,352,164,199,561,415,369,184,200,187,179,159,120,104,100,315,742,905,981,791,706,664,698,347,518,862,696,529,318,256
"G5500150","1990","WI",,,,,,,,,,,,"99","Calumet","015",,,"3","0460",,,,"9999","2","Wisconsin","55",,,,"0000828452","0000199922","Calumet County","A","+44078234","-088221545","06",468,1196,1173,629,636,1883,1250,1155,516,551,510,526,456,410,408,376,1208,2942,3199,2851,2268,1776,1440,1357,559,776,1141,1017,719,491,404
"G5500170","1990","WI",,,,,,,,,,,,"99","Chippewa","017",,,"3","2290",,,,"9999","2","Wisconsin","55",,,,"0002617125","0000080004","Chippewa County","A","+45067529","-091282372","06",683,1546,1648,903,907,2673,1779,1595,779,740,780,797,714,656,616,599,1756,4040,4345,4158,3575,2726,2303,2198,939,1421,2146,1856,1523,1062,897
"G5500190","1990","WI",,,,,,,,,,,,"99","Clark","019",,,"3","9999",,,,"9999","2","Wisconsin","55",,,,"0003148661","0000008922","Clark County","A","+44730612","-090610237","06",378,995,1056,521,558,1806,1148,1094,525,530,477,481,427,346,312,297,993,2056,2362,2250,1810,1543,1409,1393,548,872,1461,1332,1205,797,665
"G5500210","1990","WI",,,,,,,,,,,,"99","Columbia","021",,,"3","9999",,,,"9999","2","Wisconsin","55",,,,"0002004313","0000056759","Columbia County","A","+43471189","-089329917","06",526,1257,1338,673,717,2067,1402,1313,646,654,657,627,592,535,486,447,1522,3306,3642,3627,3147,2489,2154,2033,840,1336,2029,1803,1361,984,878
"G5500230","1990","WI",,,,,,,,,,,,"99","Crawford","023",,,"3","9999",,,,"9999","2","Wisconsin","55",,,,"0001483427","0000068723","Crawford County","A","+43232808","-090930812","06",185,492,484,279,248,832,533,493,262,277,271,265,213,162,153,149,498,1013,1184,1123,1061,824,737,687,339,494,772,703,545,335,327
"G5500250","1990","WI",,,,,,,,,,,,"99","Dane","025",,,"3","4720",,,,"9999","2","Wisconsin","55",,,,"0003113634","0000093893","Dane County","A","+43066828","-089418327","06",4631,10816,10300,5091,4945,14364,9034,8489,3941,3983,3788,3955,5974,9370,9731,9325,23341,37268,35689,33184,27716,19594,14183,12574,4764,7028,10651,8343,6524,4463,4026
"G5500270","1990","WI",,,,,,,,,,,,"99","Dodge","027",,,"3","9999",,,,"9999","2","Wisconsin","55",,,,"0002285409","0000063916","Dodge County","A","+43415772","-088708026","06",961,2185,2316,1241,1236,3666,2390,2215,1088,1094,1005,1053,965,938,877,859,2830,6133,6876,6110,5056,4002,3597,3160,1325,2039,3293,2816,2240,1550,1443
"G5500290","1990","WI",,,,,,,,,,,,"99","Door","029",,,"3","9999",,,,"9999","2","Wisconsin","55",,,,"0001250317","0004887822","Door County","A","+45020683","-087009973","06",285,706,734,386,359,1202,817,777,375,371,308,339,281,224,228,229,703,1788,2123,2064,1820,1374,1228,1064,493,853,1244,1146,1011,634,524
"G5500310","1990","WI",,,,,,,,,,,,"99","Douglas","031",,,"3","2240",,,,"9999","2","Wisconsin","55",,,,"0003390973","0000442308","Douglas County","A","+46450846","-091906262","06",491,1145,1186,594,590,1902,1232,1224,581,579,571,586,619,646,622,551,1607,2994,3302,3273,2983,2199,1839,1769,726,1140,1907,1705,1413,971,811
"G5500330","1990","WI",,,,,,,,,,,,"99","Dunn","033",,,"3","9999",,,,"9999","2","Wisconsin","55",,,,"0002206880","0000030788","Dunn County","A","+44947560","-091897593","06",381,974,997,524,508,1631,1042,965,443,466,444,472,769,1317,1339,1309,2611,2540,2546,2505,2278,1668,1282,1280,513,789,1178,1030,959,594,555
"G5500350","1990","WI",,,,,,,,,,,,"99","Eau Claire","035",,,"3","2290",,,,"9999","2","Wisconsin","55",,,,"0001651545","0000019800","Eau Claire County","A","+44726606","-091286578","06",1092,2490,2449,1251,1236,3712,2373,2223,1059,1085,1041,1084,1764,2798,2704,2456,5067,6377,6366,6388,5891,4249,3219,3057,1240,1918,3198,2712,2100,1369,1215
"G5500370","1990","WI",,,,,,,,,,,,"99","Florence","037",,,"3","9999",,,,"9999","2","Wisconsin","55",,,,"0001264134","0000024430","Florence County","A","+45851098","-088399329","06",49,117,136,84,78,217,135,146,59,58,78,65,56,40,32,34,149,307,373,353,291,253,267,205,80,157,222,206,164,98,81
"G5500390","1990","WI",,,,,,,,,,,,"99","Fond du Lac","039",,,"3","9999",,,,"9999","2","Wisconsin","55",,,,"0001872505","0000111103","Fond du Lac County","A","+43755355","-088490804","06",1089,2563,2703,1429,1392,4416,2972,2740,1318,1331,1326,1290,1298,1392,1274,1233,3582,6690,7405,7151,6183,4902,3905,3835,1520,2486,3682,3111,2426,1800,1639
"G5500410","1990","WI",,,,,,,,,,,,"99","Forest","041",,,"3","9999",,,,"9999","2","Wisconsin","55",,,,"0002626637","0000083774","Forest County","A","+45667573","-088777119","06",114,289,267,126,142,371,258,242,113,133,152,174,145,130,120,114,282,558,580,559,491,441,396,436,187,300,487,425,365,218,161
"G5500430","1990","WI",,,,,,,,,,,,"99","Grant","043",,,"3","9999",,,,"9999","2","Wisconsin","55",,,,"0002973059","0000092042","Grant County","A","+42863327","-090707582","06",577,1417,1396,746,766,2304,1574,1571,754,737,656,678,943,1283,1174,1127,2415,3415,3558,3390,2875,2225,2230,2067,812,1310,2104,1757,1447,1040,916
"G5500450","1990","WI",,,,,,,,,,,,"99","Green","045",,,"3","9999",,,,"9999","2","Wisconsin","55",,,,"0001512680","0000001492","Green County","A","+42682273","-089601700","06",389,841,929,469,449,1535,973,928,421,479,422,434,396,362,305,310,999,2306,2507,2551,2082,1641,1380,1261,585,731,1358,1138,934,625,599
"G5500470","1990","WI",,,,,,,,,,,,"99","Green Lake","047",,,"3","9999",,,,"9999","2","Wisconsin","55",,,,"0000917650","0000067743","Green Lake County","A","+43807656","-089044233","06",211,489,491,269,320,914,573,532,278,245,267,257,235,199,197,151,583,1202,1420,1376,1204,960,838,850,396,615,1023,850,753,510,443
"G5500490","1990","WI",,,,,,,,,,,,"99","Iowa","049",,,"3","9999",,,,"9999","2","Wisconsin","55",,,,"0001975512","0000014016","Iowa County","A","+42997920","-090133868","06",258,639,684,334,359,1007,691,638,277,287,299,288,250,201,232,223,736,1573,1734,1601,1432,954,830,880,336,540,895,720,564,352,336
"G5500510","1990","WI",,,,,,,,,,,,"99","Iron","051",,,"3","9999",,,,"9999","2","Wisconsin","55",,,,"0001961359","0000418594","Iron County","A","+46326395","-090261543","06",41,130,139,68,62,236,158,165,91,72,81,68,75,49,60,55,156,368,427,417,381,318,322,302,160,252,430,414,325,178,153
"G5500530","1990","WI",,,,,,,,,,,,"99","Jackson","053",,,"3","9999",,,,"9999","2","Wisconsin","55",,,,"0002557065","0000033118","Jackson County","A","+44315222","-090808375","06",185,489,490,245,261,773,576,500,264,216,245,258,230,212,204,167,501,1073,1285,1204,1127,894,753,795,316,485,813,754,624,361,288
"G5500550","1990","WI",,,,,,,,,,,,"99","Jefferson","055",,,"3","9999",,,,"9999","2","Wisconsin","55",,,,"0001442795","0000066655","Jefferson County","A","+43020464","-088780296","06",824,1905,1956,1047,965,3054,2031,1936,964,1008,907,975,1407,1744,1274,937,2690,5212,5482,5275,4666,3849,3273,2726,1124,1725,2588,2260,1873,1200,906
"G5500570","1990","WI",,,,,,,,,,,,"99","Juneau","057",,,"3","9999",,,,"9999","2","Wisconsin","55",,,,"0001988330","0000094607","Juneau County","A","+43923262","-090112162","06",227,622,683,351,328,1036,742,653,291,317,319,345,279,205,222,182,650,1614,1610,1475,1287,1129,1088,1072,443,683,1148,996,756,479,418
"G5500590","1990","WI",,,,,,,,,,,,"14","Kenosha","059",,,"3","1602",,,,"3800","2","Wisconsin","55",,,,"0000706605","0001247185","Kenosha County","A","+42582298","-087805528","06",1864,4151,4109,2023,1988,5774,3827,3642,1703,1793,1741,1718,1865,2143,1946,1736,5542,10844,11240,10078,8569,7070,6017,5286,2151,3168,5131,4130,3178,2071,1683
"G5500610","1990","WI",,,,,,,,,,,,"99","Kewaunee","061",,,"3","9999",,,,"9999","2","Wisconsin","55",,,,"0000887475","0001921659","Kewaunee County","A","+44589317","-087440146","06",233,536,566,322,302,944,617,602,290,307,305,291,257,216,212,199,733,1402,1493,1402,1223,1015,781,831,330,482,847,759,665,407,309
"G5500630","1990","WI",,,,,,,,,,,,"99","La Crosse","063",,,"3","3870",,,,"9999","2","Wisconsin","55",,,,"0001172693","0000070394","La Crosse County","A","+43907641","-091110152","06",1143,2907,2868,1450,1445,4299,2761,2494,1211,1181,1180,1171,1847,2676,2538,2489,5645,7785,8048,7571,6537,4713,3953,3785,1475,2191,3567,3120,2544,1748,1562
"G5500650","1990","WI",,,,,,,,,,,,"99","Lafayette","065",,,"3","9999",,,,"9999","2","Wisconsin","55",,,,"0001641050","0000002626","Lafayette County","A","+42659420","-090135229","06",207,454,536,294,294,893,575,533,228,245,219,214,229,187,163,150,489,1160,1346,1200,927,748,749,743,304,501,741,663,525,311,248
"G5500670","1990","WI",,,,,,,,,,,,"99","Langlade","067",,,"3","9999",,,,"9999","2","Wisconsin","55",,,,"0002260415","0000039369","Langlade County","A","+45255568","-089071360","06",219,540,557,270,306,882,618,612,303,304,295,297,240,198,206,156,580,1325,1420,1361,1221,990,943,888,433,646,1053,967,777,507,391
"G5500690","1990","WI",,,,,,,,,,,,"99","Lincoln","069",,,"3","9999",,,,"9999","2","Wisconsin","55",,,,"0002287078","0000061976","Lincoln County","A","+45329846","-089732421","06",312,700,758,427,384,1267,851,816,404,409,461,482,355,307,297,278,927,1936,2191,1886,1635,1498,1405,1280,553,799,1261,1071,910,636,497
"G5500710","1990","WI",,,,,,,,,,,,"99","Manitowoc","071",,,"3","9999",,,,"9999","2","Wisconsin","55",,,,"0001532148","0002336924","Manitowoc County","A","+44145467","-087553328","06",948,2293,2395,1290,1217,3802,2526,2377,1215,1099,1077,1097,1048,1009,989,871,3035,5886,6499,6130,5352,4366,3681,3569,1521,2327,3636,3167,2704,1814,1481
"G5500730","1990","WI",,,,,,,,,,,,"99","Marathon","073",,,"3","8940",,,,"9999","2","Wisconsin","55",,,,"0004001746","0000080728","Marathon County","A","+44897926","-089757776","06",1507,3475,3588,1888,1844,5790,3894,3620,1735,1719,1758,1635,1634,1641,1450,1403,4562,9264,9853,9398,8009,6493,5163,4674,1937,2855,4460,3742,3027,1920,1462
"G5500750","1990","WI",,,,,,,,,,,,"99","Marinette","075",,,"3","9999",,,,"9999","2","Wisconsin","55",,,,"0003631108","0000383722","Marinette County","A","+45342922","-088001038","06",487,1064,1231,632,628,2001,1335,1223,585,583,566,563,519,439,441,405,1234,2835,3136,3045,2500,2223,1926,1812,781,1210,1963,1822,1558,939,862
"G5500770","1990","WI",,,,,,,,,,,,"99","Marquette","077",,,"3","9999",,,,"9999","2","Wisconsin","55",,,,"0001179830","0000023111","Marquette County","A","+43817826","-089393777","06",116,289,316,175,164,560,369,392,155,181,149,159,128,110,93,98,372,735,884,876,690,601,617,701,335,543,803,695,496,307,212
"G5500780","1990","WI",,,,,,,,,,,,"99","Menominee","078",,,"3","9999",,,,"9999","2","Wisconsin","55",,,,"0000927207","0000018202","Menominee County","A","+45019069","-088699885","06",78,198,213,106,104,272,197,161,62,69,61,79,63,50,49,52,158,278,311,207,182,161,144,153,61,93,136,87,59,25,21
