year,ncessch,school_code,district_code,school_name,enrollment_total_cde,enrollment_total_ccd,teacher_fte_cde,teacher_fte_ccd,status,enrollment,teacher_fte,closure_label,closure_confidence,last_year,years_to_last
2010,080537000914,5726,0470,MEAD ELEMENTARY SCHOOL,507.0,507.0,26.3,26.0,1.0,507.0,26.3,still_open,high,2024,14
2011,080537000914,5726,0470,MEAD ELEMENTARY SCHOOL,496.0,496.0,25.7,25.0,1.0,496.0,25.7,still_open,high,2024,13
2012,080537000914,5726,0470,MEAD ELEMENTARY SCHOOL,487.0,487.0,24.71,24.0,1.0,487.0,24.71,still_open,high,2024,12
2013,080537000914,5726,0470,MEAD ELEMENTARY SCHOOL,510.0,510.0,25.58,25.0,1.0,510.0,25.58,still_open,high,2024,11
2014,080537000914,5726,0470,MEAD ELEMENTARY SCHOOL,503.0,503.0,25.5,25.0,1.0,503.0,25.5,still_open,high,2024,10
2015,080537000914,5726,0470,MEAD ELEMENTARY SCHOOL,521.0,521.0,25.5,25.0,1.0,521.0,25.5,still_open,high,2024,9
2016,080537000914,5726,0470,MEAD ELEMENTARY SCHOOL,546.0,546.0,25.24,25.0,1.0,546.0,25.24,still_open,high,2024,8
2017,080537000914,5726,0470,MEAD ELEMENTARY SCHOOL,574.0,574.0,,27.0,1.0,574.0,27.0,still_open,high,2024,7
2018,080537000914,5726,0470,MEAD ELEMENTARY SCHOOL,598.0,598.0,29.18,29.0,1.0,598.0,29.18,still_open,high,2024,6
2019,080537000914,5726,0470,Mead Elementary School,640.0,640.0,32.6,32.0,1.0,640.0,32.6,still_open,high,2024,5
2020,080537000914,5726,0470,Mead Elementary School,576.0,576.0,,33.0,1.0,576.0,33.0,still_open,high,2024,4
2021,080537000914,5726,0470,Mead Elementary School,717.0,717.0,,33.0,1.0,717.0,33.0,still_open,high,2024,3
2022,080537000914,5726,0470,Mead Elementary School,833.0,833.0,41.4,41.0,1.0,833.0,41.4,still_open,high,2024,2
2023,080537000914,5726,0470,Mead Elementary School,873.0,873.0,44.7,44.0,1.0,873.0,44.7,still_open,high,2024,1
2024,080537000914,5726,0470,Mead Elementary School,879.0,879.0,46.7,46.0,1.0,879.0,46.7,still_open,high,2024,0
1986,080537000915,5730,0470,MEAD JR HIGH SCHOOL,,198.0,,16.0,1.0,198.0,16.0,still_open,high,2024,38
1987,080537000915,5730,0470,MEAD JR HIGH SCHOOL,,182.0,,15.0,1.0,182.0,15.0,still_open,high,2024,37
1988,080537000915,5730,0470,MEAD JR HIGH SCHOOL,,194.0,,15.0,1.0,194.0,15.0,still_open,high,2024,36
1989,080537000915,5730,0470,MEAD JR HIGH SCHOOL,,225.0,,16.0,1.0,225.0,16.0,still_open,high,2024,35
1990,080537000915,5730,0470,MEAD JR HIGH SCHOOL,,247.0,,15.0,1.0,247.0,15.0,still_open,high,2024,34
1991,080537000915,5730,,MEAD JUNIOR HIGH SCHOOL,,251.0,,17.0,1.0,251.0,17.0,still_open,high,2024,33
1992,080537000915,5730,0470,MEAD MIDDLE SCHOOL,,300.0,,19.0,1.0,300.0,19.0,still_open,high,2024,32
1993,080537000915,5730,0470,MEAD MIDDLE SCHOOL,,279.0,,16.0,1.0,279.0,16.0,still_open,high,2024,31
1994,080537000915,5730,0470,MEAD MIDDLE SCHOOL,,294.0,,18.0,1.0,294.0,18.0,still_open,high,2024,30
1995,080537000915,5730,0470,MEAD MIDDLE SCHOOL,,311.0,,19.0,1.0,311.0,19.0,still_open,high,2024,29
1996,080537000915,5730,0470,MEAD MIDDLE SCHOOL,,317.0,,18.0,1.0,317.0,18.0,still_open,high,2024,28
1997,080537000915,5730,0470,MEAD MIDDLE SCHOOL,,328.0,,19.0,1.0,328.0,19.0,still_open,high,2024,27
1998,080537000915,5730,0470,MEAD MIDDLE SCHOOL,,338.0,,23.0,1.0,338.0,23.0,still_open,high,2024,26
1999,080537000915,5730,0470,MEAD MIDDLE SCHOOL,,394.0,,22.0,1.0,394.0,22.0,still_open,high,2024,25
2000,080537000915,5730,0470,MEAD MIDDLE SCHOOL,,401.0,23.4734,23.0,1.0,401.0,23.4734,still_open,high,2024,24
2001,080537000915,5730,0470,MEAD MIDDLE SCHOOL,455.0,455.0,25.9362,25.0,1.0,455.0,25.9362,still_open,high,2024,23
2002,080537000915,5730,0470,MEAD MIDDLE SCHOOL,496.0,496.0,29.3098,29.0,1.0,496.0,29.3098,still_open,high,2024,22
2003,080537000915,5730,0470,MEAD MIDDLE SCHOOL,508.0,508.0,32.2417,32.0,1.0,508.0,32.2417,still_open,high,2024,21
2004,080537000915,5730,0470,MEAD MIDDLE SCHOOL,531.0,531.0,30.8362,31.0,1.0,531.0,30.8362,still_open,high,2024,20
2005,080537000915,5730,0470,MEAD MIDDLE SCHOOL,319.0,319.0,22.0,23.0,1.0,319.0,22.0,still_open,high,2024,19
2006,080537000915,5730,0470,MEAD MIDDLE SCHOOL,321.0,321.0,19.192,19.0,1.0,321.0,19.192,still_open,high,2024,18
2007,080537000915,5730,0470,MEAD MIDDLE SCHOOL,325.0,325.0,18.1085,18.0,1.0,325.0,18.1085,still_open,high,2024,17
2008,080537000915,5730,0470,MEAD MIDDLE SCHOOL,350.0,350.0,19.1091,19.0,1.0,350.0,19.1091,still_open,high,2024,16
2009,080537000915,5730,0470,MEAD MIDDLE SCHOOL,373.0,373.0,22.23,22.0,1.0,373.0,22.23,still_open,high,2024,15
2010,080537000915,5730,0470,MEAD MIDDLE SCHOOL,381.0,381.0,22.0,22.0,1.0,381.0,22.0,still_open,high,2024,14
2011,080537000915,5730,0470,MEAD MIDDLE SCHOOL,398.0,398.0,20.0,20.0,1.0,398.0,20.0,still_open,high,2024,13
2012,080537000915,5730,0470,MEAD MIDDLE SCHOOL,412.0,412.0,22.0,22.0,1.0,412.0,22.0,still_open,high,2024,12
2013,080537000915,5730,0470,MEAD MIDDLE SCHOOL,417.0,417.0,24.2,24.0,1.0,417.0,24.2,still_open,high,2024,11
2014,080537000915,5730,0470,MEAD MIDDLE SCHOOL,435.0,435.0,25.5014,25.0,1.0,435.0,25.5014,still_open,high,2024,10
2015,080537000915,5730,0470,MEAD MIDDLE SCHOOL,467.0,467.0,24.77,24.0,1.0,467.0,24.77,still_open,high,2024,9
2016,080537000915,5730,0470,MEAD MIDDLE SCHOOL,495.0,495.0,27.93,27.0,1.0,495.0,27.93,still_open,high,2024,8
2017,080537000915,5730,0470,MEAD MIDDLE SCHOOL,480.0,480.0,,26.0,1.0,480.0,26.0,still_open,high,2024,7
2018,080537000915,5730,0470,MEAD MIDDLE SCHOOL,495.0,495.0,27.52,27.0,1.0,495.0,27.52,still_open,high,2024,6
2019,080537000915,5730,0470,Mead Middle School,478.0,478.0,27.9,27.0,1.0,478.0,27.9,still_open,high,2024,5
2020,080537000915,5730,0470,Mead Middle School,489.0,489.0,,28.0,1.0,489.0,28.0,still_open,high,2024,4
2021,080537000915,5730,0470,Mead Middle School,533.0,533.0,,28.0,1.0,533.0,28.0,still_open,high,2024,3
2022,080537000915,5730,0470,Mead Middle School,559.0,559.0,31.0,31.0,1.0,559.0,31.0,still_open,high,2024,2
2023,080537000915,5730,0470,Mead Middle School,575.0,575.0,32.0,32.0,1.0,575.0,32.0,still_open,high,2024,1
2024,080537000915,5730,0470,Mead Middle School,571.0,571.0,32.0,32.0,1.0,571.0,32.0,still_open,high,2024,0
1986,080537000916,6156,0470,MOUNTAIN VIEW ELEM SCHOOL,,514.0,,24.0,1.0,514.0,24.0,still_open,high,2024,38
1987,080537000916,6156,0470,MOUNTAIN VIEW ELEM SCHOOL,,479.0,,22.0,1.0,479.0,22.0,still_open,high,2024,37
1988,080537000916,6156,0470,MOUNTAIN VIEW ELEM SCHOOL,,498.0,,24.0,1.0,498.0,24.0,still_open,high,2024,36
1989,080537000916,6156,0470,MOUNTAIN VIEW ELEM SCHOOL,,503.0,,24.0,1.0,503.0,24.0,still_open,high,2024,35
1990,080537000916,6156,0470,MOUNTAIN VIEW ELEM SCHOOL,,552.0,,26.0,1.0,552.0,26.0,still_open,high,2024,34
1991,080537000916,6156,,MOUNTAIN VIEW ELEMENTARY,,492.0,,22.0,1.0,492.0,22.0,still_open,high,2024,33
1992,080537000916,6156,0470,MOUNTAIN VIEW ELEM SCHOOL,,497.0,,23.0,1.0,497.0,23.0,still_open,high,2024,32
1993,080537000916,6156,0470,MOUNTAIN VIEW ELEM SCHOOL,,494.0,,23.0,1.0,494.0,23.0,still_open,high,2024,31
1994,080537000916,6156,0470,MOUNTAIN VIEW ELEM SCHOOL,,498.0,,25.0,1.0,498.0,25.0,still_open,high,2024,30
1995,080537000916,6156,0470,MOUNTAIN VIEW ELEM SCHOOL,,486.0,,24.0,1.0,486.0,24.0,still_open,high,2024,29
1996,080537000916,6156,0470,MOUNTAIN VIEW ELEM SCHOOL,,465.0,,23.0,1.0,465.0,23.0,still_open,high,2024,28
1997,080537000916,6156,0470,MOUNTAIN VIEW ELEM SCHOOL,,419.0,,22.0,1.0,419.0,22.0,still_open,high,2024,27
1998,080537000916,6156,0470,MOUNTAIN VIEW ELEM SCHOOL,,437.0,,18.0,1.0,437.0,18.0,still_open,high,2024,26
1999,080537000916,6156,0470,MOUNTAIN VIEW ELEM SCHOOL,,447.0,,23.0,1.0,447.0,23.0,still_open,high,2024,25
2000,080537000916,6156,0470,MOUNTAIN VIEW ELEM SCHOOL,,411.0,23.9734,24.0,1.0,411.0,23.9734,still_open,high,2024,24
2001,080537000916,6156,0470,MOUNTAIN VIEW ELEM SCHOOL,,390.0,24.1736,24.0,1.0,390.0,24.1736,still_open,high,2024,23
2002,080537000916,6156,0470,MOUNTAIN VIEW ELEMENTARY SCHOOL,396.0,396.0,24.6266,24.0,1.0,396.0,24.6266,still_open,high,2024,22
2003,080537000916,6156,0470,MOUNTAIN VIEW ELEMENTARY SCHOOL,374.0,374.0,23.5168,24.0,1.0,374.0,23.5168,still_open,high,2024,21
2004,080537000916,6156,0470,MOUNTAIN VIEW ELEMENTARY SCHOOL,344.0,344.0,20.9665,21.0,1.0,344.0,20.9665,still_open,high,2024,20
2005,080537000916,6156,0470,MOUNTAIN VIEW ELEMENTARY SCHOOL,311.0,311.0,19.6447,20.0,1.0,311.0,19.6447,still_open,high,2024,19
2006,080537000916,6156,0470,MOUNTAIN VIEW ELEMENTARY SCHOOL,347.0,347.0,15.6165,15.0,1.0,347.0,15.6165,still_open,high,2024,18
2007,080537000916,6156,0470,MOUNTAIN VIEW ELEMENTARY SCHOOL,358.0,358.0,22.7695,22.0,1.0,358.0,22.7695,still_open,high,2024,17
2008,080537000916,6156,0470,MOUNTAIN VIEW ELEMENTARY SCHOOL,373.0,373.0,20.5288,20.0,1.0,373.0,20.5288,still_open,high,2024,16
2009,080537000916,6156,0470,MOUNTAIN VIEW ELEMENTARY SCHOOL,368.0,368.0,24.9363,24.0,1.0,368.0,24.9363,still_open,high,2024,15
2010,080537000916,6156,0470,MOUNTAIN VIEW ELEMENTARY SCHOOL,386.0,386.0,26.763,26.0,1.0,386.0,26.763,still_open,high,2024,14
2011,080537000916,6156,0470,MOUNTAIN VIEW ELEMENTARY SCHOOL,391.0,391.0,26.12,26.0,1.0,391.0,26.12,still_open,high,2024,13
2012,080537000916,6156,0470,MOUNTAIN VIEW ELEMENTARY SCHOOL,427.0,427.0,25.87,25.0,1.0,427.0,25.87,still_open,high,2024,12
2013,080537000916,6156,0470,MOUNTAIN VIEW ELEMENTARY SCHOOL,428.0,428.0,27.08,27.0,1.0,428.0,27.08,still_open,high,2024,11
2014,080537000916,6156,0470,MOUNTAIN VIEW ELEMENTARY SCHOOL,346.0,346.0,22.4454,22.0,1.0,346.0,22.4454,still_open,high,2024,10
2015,080537000916,6156,0470,MOUNTAIN VIEW ELEMENTARY SCHOOL,374.0,374.0,24.82,24.0,1.0,374.0,24.82,still_open,high,2024,9
2016,080537000916,6156,0470,MOUNTAIN VIEW ELEMENTARY SCHOOL,354.0,354.0,23.18,23.0,1.0,354.0,23.18,still_open,high,2024,8
2017,080537000916,6156,0470,MOUNTAIN VIEW ELEMENTARY SCHOOL,345.0,345.0,,22.0,1.0,345.0,22.0,still_open,high,2024,7
2018,080537000916,6156,0470,MOUNTAIN VIEW ELEMENTARY SCHOOL,326.0,326.0,24.32,24.0,1.0,326.0,24.32,still_open,high,2024,6
2019,080537000916,6156,0470,Mountain View Elementary School,322.0,322.0,25.2,25.0,1.0,322.0,25.2,still_open,high,2024,5
2020,080537000916,6156,0470,Mountain View Elementary School,285.0,285.0,,23.0,1.0,285.0,23.0,still_open,high,2024,4
2021,080537000916,6156,0470,Mountain View Elementary School,303.0,303.0,,24.0,1.0,303.0,24.0,still_open,high,2024,3
2022,080537000916,6156,0470,Mountain View Elementary School,343.0,343.0,25.7,25.0,1.0,343.0,25.7,still_open,high,2024,2
2023,080537000916,6156,0470,Mountain View Elementary School,333.0,333.0,25.5,25.0,1.0,333.0,25.5,still_open,high,2024,1
2024,080537000916,6156,0470,Mountain View Elementary School,321.0,321.0,26.5,26.0,1.0,321.0,26.5,still_open,high,2024,0
1986,080537000917,6274,0470,NIWOT ELEM SCHOOL,,533.0,,23.0,1.0,533.0,23.0,still_open,high,2024,38
1987,080537000917,6274,0470,NIWOT ELEM SCHOOL,,566.0,,24.0,1.0,566.0,24.0,still_open,high,2024,37
1988,080537000917,6274,0470,NIWOT ELEM SCHOOL,,597.0,,26.0,1.0,597.0,26.0,still_open,high,2024,36
1989,080537000917,6274,0470,NIWOT ELEM SCHOOL,,602.0,,26.0,1.0,602.0,26.0,still_open,high,2024,35
1990,080537000917,6274,0470,NIWOT ELEMENTARY SCHOOL,,634.0,,29.0,1.0,634.0,29.0,still_open,high,2024,34
1991,080537000917,6274,,NIWOT ELEMENTARY SCHOOL,,652.0,,24.0,1.0,652.0,24.0,still_open,high,2024,33
1992,080537000917,6274,0470,NIWOT ELEM SCHOOL,,721.0,,30.0,1.0,721.0,30.0,still_open,high,2024,32
1993,080537000917,6274,0470,NIWOT ELEM SCHOOL,,763.0,,31.0,1.0,763.0,31.0,still_open,high,2024,31
1994,080537000917,6274,0470,NIWOT ELEM SCHOOL,,706.0,,35.0,1.0,706.0,35.0,still_open,high,2024,30
1995,080537000917,6274,0470,NIWOT ELEMENTARY SCHOOL,,752.0,,31.0,1.0,752.0,31.0,still_open,high,2024,29
1996,080537000917,6274,0470,NIWOT ELEMENTARY SCHOOL,,771.0,,33.0,1.0,771.0,33.0,still_open,high,2024,28
1997,080537000917,6274,0470,NIWOT ELEMENTARY SCHOOL,,775.0,,32.0,1.0,775.0,32.0,still_open,high,2024,27
1998,080537000917,6274,0470,NIWOT ELEMENTARY SCHOOL,,763.0,,34.0,1.0,763.0,34.0,still_open,high,2024,26
1999,080537000917,6274,0470,NIWOT ELEMENTARY SCHOOL,,614.0,,30.0,1.0,614.0,30.0,still_open,high,2024,25
2000,080537000917,6274,0470,NIWOT ELEMENTARY SCHOOL,,571.0,27.4713,27.0,1.0,571.0,27.4713,still_open,high,2024,24
2001,080537000917,6274,0470,NIWOT ELEMENTARY SCHOOL,584.0,584.0,25.9907,26.0,1.0,584.0,25.9907,still_open,high,2024,23
2002,080537000917,6274,0470,NIWOT ELEMENTARY SCHOOL,575.0,575.0,25.7602,25.0,1.0,575.0,25.7602,still_open,high,2024,22
2003,080537000917,6274,0470,NIWOT ELEMENTARY SCHOOL,565.0,565.0,27.2452,27.0,1.0,565.0,27.2452,still_open,high,2024,21
2004,080537000917,6274,0470,NIWOT ELEMENTARY SCHOOL,551.0,551.0,22.966,23.0,1.0,551.0,22.966,still_open,high,2024,20
2005,080537000917,6274,0470,NIWOT ELEMENTARY SCHOOL,527.0,527.0,24.2488,25.0,1.0,527.0,24.2488,still_open,high,2024,19
2006,080537000917,6274,0470,NIWOT ELEMENTARY SCHOOL,539.0,539.0,22.1643,22.0,1.0,539.0,22.1643,still_open,high,2024,18
2007,080537000917,6274,0470,NIWOT ELEMENTARY SCHOOL,518.0,518.0,24.533,24.0,1.0,518.0,24.533,still_open,high,2024,17
2008,080537000917,6274,0470,NIWOT ELEMENTARY SCHOOL,506.0,506.0,24.86,24.0,1.0,506.0,24.86,still_open,high,2024,16
2009,080537000917,6274,0470,NIWOT ELEMENTARY SCHOOL,504.0,504.0,26.55,26.0,1.0,504.0,26.55,still_open,high,2024,15
2010,080537000917,6274,0470,NIWOT ELEMENTARY SCHOOL,477.0,477.0,26.25,26.0,1.0,477.0,26.25,still_open,high,2024,14
2011,080537000917,6274,0470,NIWOT ELEMENTARY SCHOOL,477.0,477.0,26.81,26.0,1.0,477.0,26.81,still_open,high,2024,13
2012,080537000917,6274,0470,NIWOT ELEMENTARY SCHOOL,494.0,494.0,26.66,26.0,1.0,494.0,26.66,still_open,high,2024,12
2013,080537000917,6274,0470,NIWOT ELEMENTARY SCHOOL,501.0,501.0,26.32,26.0,1.0,501.0,26.32,still_open,high,2024,11
2014,080537000917,6274,0470,NIWOT ELEMENTARY SCHOOL,520.0,520.0,27.3981,27.0,1.0,520.0,27.3981,still_open,high,2024,10
2015,080537000917,6274,0470,NIWOT ELEMENTARY SCHOOL,507.0,507.0,26.95,26.0,1.0,507.0,26.95,still_open,high,2024,9
2016,080537000917,6274,0470,NIWOT ELEMENTARY SCHOOL,480.0,480.0,27.15,27.0,1.0,480.0,27.15,still_open,high,2024,8
2017,080537000917,6274,0470,NIWOT ELEMENTARY SCHOOL,445.0,445.0,,26.0,1.0,445.0,26.0,still_open,high,2024,7
2018,080537000917,6274,0470,NIWOT ELEMENTARY SCHOOL,461.0,461.0,26.2,26.0,1.0,461.0,26.2,still_open,high,2024,6
2019,080537000917,6274,0470,Niwot Elementary School,483.0,483.0,28.3,28.0,1.0,483.0,28.3,still_open,high,2024,5
2020,080537000917,6274,0470,Niwot Elementary School,404.0,404.0,,26.0,1.0,404.0,26.0,still_open,high,2024,4
2021,080537000917,6274,0470,Niwot Elementary School,420.0,420.0,,26.0,1.0,420.0,26.0,still_open,high,2024,3
2022,080537000917,6274,0470,Niwot Elementary School,421.0,421.0,25.7,25.0,1.0,421.0,25.7,still_open,high,2024,2
2023,080537000917,6274,0470,Niwot Elementary School,407.0,407.0,26.3,26.0,1.0,407.0,26.3,still_open,high,2024,1
2024,080537000917,6274,0470,Niwot Elementary School,411.0,411.0,26.3,26.0,1.0,411.0,26.3,still_open,high,2024,0
1986,080537000918,6276,0470,NIWOT HIGH SCHOOL,,696.0,,35.0,1.0,696.0,35.0,still_open,high,2024,38
1987,080537000918,6276,0470,NIWOT HIGH SCHOOL,,689.0,,35.0,1.0,689.0,35.0,still_open,high,2024,37
1988,080537000918,6276,0470,NIWOT HIGH SCHOOL,,675.0,,36.0,1.0,675.0,36.0,still_open,high,2024,36
1989,080537000918,6276,0470,NIWOT HIGH SCHOOL,,651.0,,32.0,1.0,651.0,32.0,still_open,high,2024,35
1990,080537000918,6276,0470,NIWOT HIGH SCHOOL,,617.0,,32.0,1.0,617.0,32.0,still_open,high,2024,34
1991,080537000918,6276,,NIWOT HIGH SCHOOL,,837.0,,39.0,1.0,837.0,39.0,still_open,high,2024,33
1992,080537000918,6276,0470,NIWOT HIGH SCHOOL,,902.0,,40.0,1.0,902.0,40.0,still_open,high,2024,32
1993,080537000918,6276,0470,NIWOT HIGH SCHOOL,,944.0,,44.0,1.0,944.0,44.0,still_open,high,2024,31
1994,080537000918,6276,0470,NIWOT HIGH SCHOOL,,986.0,,47.0,1.0,986.0,47.0,still_open,high,2024,30
1995,080537000918,6276,0470,NIWOT HIGH SCHOOL,,1025.0,,47.0,1.0,1025.0,47.0,still_open,high,2024,29
1996,080537000918,6276,0470,NIWOT HIGH SCHOOL,,1021.0,,49.0,1.0,1021.0,49.0,still_open,high,2024,28
1997,080537000918,6276,0470,NIWOT HIGH SCHOOL,,1036.0,,44.0,1.0,1036.0,44.0,still_open,high,2024,27
1998,080537000918,6276,0470,NIWOT HIGH SCHOOL,,1090.0,,48.0,1.0,1090.0,48.0,still_open,high,2024,26
1999,080537000918,6276,0470,NIWOT HIGH SCHOOL,,1149.0,,50.0,1.0,1149.0,50.0,still_open,high,2024,25
2000,080537000918,6276,0470,NIWOT HIGH SCHOOL,,1209.0,53.9212,54.0,1.0,1209.0,53.9212,still_open,high,2024,24
2001,080537000918,6276,0470,NIWOT HIGH SCHOOL,1198.0,1198.0,55.9319,56.0,1.0,1198.0,55.9319,still_open,high,2024,23
2002,080537000918,6276,0470,NIWOT HIGH SCHOOL,1201.0,1201.0,56.1862,57.0,1.0,1201.0,56.1862,still_open,high,2024,22
2003,080537000918,6276,0470,NIWOT HIGH SCHOOL,1158.0,1158.0,57.2377,57.0,1.0,1158.0,57.2377,still_open,high,2024,21
2004,080537000918,6276,0470,NIWOT HIGH SCHOOL,1216.0,1216.0,56.9029,57.0,1.0,1216.0,56.9029,still_open,high,2024,20
2005,080537000918,6276,0470,NIWOT HIGH SCHOOL,1232.0,1232.0,55.0978,56.0,1.0,1232.0,55.0978,still_open,high,2024,19
2006,080537000918,6276,0470,NIWOT HIGH SCHOOL,1283.0,1283.0,56.8863,56.0,1.0,1283.0,56.8863,still_open,high,2024,18
2007,080537000918,6276,0470,NIWOT HIGH SCHOOL,1337.0,1337.0,59.262,59.0,1.0,1337.0,59.262,still_open,high,2024,17
2008,080537000918,6276,0470,NIWOT HIGH SCHOOL,1344.0,1344.0,59.1702,59.0,1.0,1344.0,59.1702,still_open,high,2024,16
2009,080537000918,6276,0470,NIWOT HIGH SCHOOL,1309.0,1309.0,65.011,65.0,1.0,1309.0,65.011,still_open,high,2024,15
2010,080537000918,6276,0470,NIWOT HIGH SCHOOL,1284.0,1284.0,60.584,60.0,1.0,1284.0,60.584,still_open,high,2024,14
2011,080537000918,6276,0470,NIWOT HIGH SCHOOL,1295.0,1295.0,59.24,59.0,1.0,1295.0,59.24,still_open,high,2024,13
2012,080537000918,6276,0470,NIWOT HIGH SCHOOL,1301.0,1301.0,57.68,57.0,1.0,1301.0,57.68,still_open,high,2024,12
2013,080537000918,6276,0470,NIWOT HIGH SCHOOL,1313.0,1313.0,56.84,56.0,1.0,1313.0,56.84,still_open,high,2024,11
2014,080537000918,6276,0470,NIWOT HIGH SCHOOL,1299.0,1299.0,59.2697,59.0,1.0,1299.0,59.2697,still_open,high,2024,10
2015,080537000918,6276,0470,NIWOT HIGH SCHOOL,1279.0,1279.0,58.01,58.0,1.0,1279.0,58.01,still_open,high,2024,9
2016,080537000918,6276,0470,NIWOT HIGH SCHOOL,1286.0,1286.0,57.11,57.0,1.0,1286.0,57.11,still_open,high,2024,8
2017,080537000918,6276,0470,NIWOT HIGH SCHOOL,1221.0,1221.0,,57.0,1.0,1221.0,57.0,still_open,high,2024,7
2018,080537000918,6276,0470,NIWOT HIGH SCHOOL,1178.0,1178.0,52.22,52.0,1.0,1178.0,52.22,still_open,high,2024,6
2019,080537000918,6276,0470,Niwot High School,1177.0,1177.0,54.3,54.0,1.0,1177.0,54.3,still_open,high,2024,5
2020,080537000918,6276,0470,Niwot High School,1200.0,1200.0,,48.0,1.0,1200.0,48.0,still_open,high,2024,4
2021,080537000918,6276,0470,Niwot High School,1287.0,1283.0,,55.0,1.0,1287.0,55.0,still_open,high,2024,3
2022,080537000918,6276,0470,Niwot High School,1356.0,1355.0,56.7,56.0,1.0,1356.0,56.7,still_open,high,2024,2
2023,080537000918,6276,0470,Niwot High School,1471.0,1466.0,63.2,63.0,1.0,1471.0,63.2,still_open,high,2024,1
2024,080537000918,6276,0470,Niwot High School,1510.0,1509.0,64.9,64.0,1.0,1510.0,64.9,still_open,high,2024,0
1986,080537000919,6344,0470,NORTHEAST JR HIGH SCHOOL,,718.0,,37.0,1.0,718.0,37.0,closed,high,2013,27
1987,080537000919,6344,0470,NORTHEAST JR HIGH SCHOOL,,730.0,,34.0,1.0,730.0,34.0,closed,high,2013,26
1988,080537000919,6344,0470,NORTHEAST JR HIGH SCHOOL,,699.0,,36.0,1.0,699.0,36.0,closed,high,2013,25
1989,080537000919,6344,0470,NORTHEAST JR HIGH SCHOOL,,677.0,,36.0,1.0,677.0,36.0,closed,high,2013,24
1990,080537000919,6344,0470,NORTHEAST JR HIGH SCHOOL,,658.0,,34.0,1.0,658.0,34.0,closed,high,2013,23
1991,080537000919,6344,,HERITAGE MIDDLE SCHOOL,,715.0,,33.0,1.0,715.0,33.0,closed,high,2013,22
1992,080537000919,6344,0470,HERITAGE MIDDLE SCHOOL,,625.0,,36.0,1.0,625.0,36.0,closed,high,2013,21
1993,080537000919,6344,0470,HERITAGE MIDDLE SCHOOL,,670.0,,39.0,1.0,670.0,39.0,closed,high,2013,20
1994,080537000919,6344,0470,HERITAGE MIDDLE SCHOOL,,728.0,,37.0,1.0,728.0,37.0,closed,high,2013,19
1995,080537000919,6344,0470,HERITAGE MIDDLE SCHOOL,,702.0,,40.0,1.0,702.0,40.0,closed,high,2013,18
1996,080537000919,6344,0470,HERITAGE MIDDLE SCHOOL,,677.0,,39.0,1.0,677.0,39.0,closed,high,2013,17
1997,080537000919,6344,0470,HERITAGE MIDDLE SCHOOL,,706.0,,38.0,1.0,706.0,38.0,closed,high,2013,16
1998,080537000919,6344,0470,HERITAGE MIDDLE SCHOOL,,777.0,,41.0,1.0,777.0,41.0,closed,high,2013,15
1999,080537000919,6344,0470,HERITAGE MIDDLE SCHOOL,,797.0,,46.0,1.0,797.0,46.0,closed,high,2013,14
2000,080537000919,6344,0470,HERITAGE MIDDLE SCHOOL,,819.0,47.9528,48.0,1.0,819.0,47.9528,closed,high,2013,13
2001,080537000919,6344,0470,HERITAGE MIDDLE SCHOOL,754.0,754.0,52.5466,53.0,1.0,754.0,52.5466,closed,high,2013,12
2002,080537000919,6344,0470,HERITAGE MIDDLE SCHOOL,772.0,772.0,50.6889,51.0,1.0,772.0,50.6889,closed,high,2013,11
2003,080537000919,6344,0470,HERITAGE MIDDLE SCHOOL,791.0,791.0,49.8406,50.0,1.0,791.0,49.8406,closed,high,2013,10
2004,080537000919,6344,0470,HERITAGE MIDDLE SCHOOL,778.0,778.0,52.0989,52.0,1.0,778.0,52.0989,closed,high,2013,9
2005,080537000919,6344,0470,HERITAGE MIDDLE SCHOOL,613.0,613.0,36.7076,37.0,1.0,613.0,36.7076,closed,high,2013,8
2006,080537000919,6344,0470,HERITAGE MIDDLE SCHOOL,458.0,458.0,30.4643,30.0,1.0,458.0,30.4643,closed,high,2013,7
2007,080537000919,6344,0470,HERITAGE MIDDLE SCHOOL,385.0,385.0,30.0808,30.0,1.0,385.0,30.0808,closed,high,2013,6
2008,080537000919,6344,0470,HERITAGE MIDDLE SCHOOL,401.0,401.0,28.9802,29.0,1.0,401.0,28.9802,closed,high,2013,5
2009,080537000919,6344,0470,HERITAGE MIDDLE SCHOOL,423.0,423.0,32.3379,32.0,1.0,423.0,32.3379,closed,high,2013,4
2010,080537000919,6344,0470,HERITAGE MIDDLE SCHOOL,427.0,427.0,31.5,31.0,1.0,427.0,31.5,closed,high,2013,3
2011,080537000919,6344,0470,HERITAGE MIDDLE SCHOOL,413.0,413.0,29.5,29.0,1.0,413.0,29.5,closed,high,2013,2
2012,080537000919,6344,0470,HERITAGE MIDDLE SCHOOL,414.0,414.0,30.2,30.0,1.0,414.0,30.2,closed,high,2013,1
2013,080537000919,6344,,HERITAGE MIDDLE SCHOOL,,,,,2.0,,,closed,high,2013,0
1986,080537000920,6404,0470,NORTHRIDGE ELEM SCHOOL,,439.0,,18.0,1.0,439.0,18.0,still_open,high,2024,38
1987,080537000920,6404,0470,NORTHRIDGE ELEM SCHOOL,,451.0,,20.0,1.0,451.0,20.0,still_open,high,2024,37
